Game,total_industry,regard,total_science,uid,ai,huid,total_stars,total_fleets,total_strength,alias,avatar,conceded,ready,total_economy,missed_turns,karma_to_give,scanning,propulsion,terraforming,research,weapons,banking,manufacturing,position,Survived,Over 10,Podium,Winner,AFK,Rank,True Alias,Played,Max Tech
Nu Ras Thaoum,130,0,42,7,0,27,17,46,14128,Kalpish,33,0,0,97,0,16,8,11,19,14,24,9,18,9,1,1,0,0,0,1,Kalpish,1,24
Nu Ras Thaoum,105,0,35,17,0,52,16,46,9676,Corporation 192,33,0,0,93,0,8,8,11,17,8,23,9,15,10,1,1,0,0,0,1,Corporation 192,1,23
Nu Ras Thaoum,107,0,44,27,0,30,13,46,6186,Argo,32,0,0,93,0,16,8,11,17,12,24,9,20,11,1,1,0,0,0,1,Argo,1,24
Nu Ras Thaoum,11,0,3,25,0,4,1,46,2000,Banking Guild,26,0,0,25,0,16,5,6,7,6,10,9,7,12,1,0,0,0,0,1,Banking Guild,1,10
Nu Ras Thaoum,4,0,0,53,0,53,1,46,133,Hawkmoon,17,0,0,5,0,3,8,7,9,6,16,9,10,14,1,0,0,0,0,1,Hawkmoon,1,16
Nu Ras Thaoum,0,0,0,54,0,19,1,46,1,I will support Kaine,38,0,0,1,0,16,4,3,4,5,9,9,5,15,1,0,0,0,0,1,I will support Kaine,1,9
Nu Ras Thaoum,3,0,1,26,0,29,1,46,343,storm943,36,0,0,0,0,16,5,3,3,8,4,7,5,13,1,0,0,0,0,1,storm943,1,8
Nu Ras Thaoum,0,0,0,36,0,32,0,46,0,Arya Steele,40,3,1,0,0,14,4,2,2,2,3,2,2,,0,0,0,0,0,1,Arya Steele,1,4
Nu Ras Thaoum,0,0,0,20,1,22,0,46,0,Crookshanks,38,1,1,0,0,16,3,2,2,3,5,3,3,,0,0,0,0,0,1,Crookshanks,1,5
Nu Ras Thaoum,0,0,0,55,1,47,0,46,0,Dandy Lyon,50,1,1,0,0,16,5,4,3,4,5,3,4,,0,0,0,0,0,1,Dandy Lyon,1,5
Nu Ras Thaoum,0,0,0,1,1,46,0,46,0,Darmody,23,1,1,0,0,16,6,9,10,8,10,7,8,,0,0,0,0,0,1,Darmody,1,10
Nu Ras Thaoum,0,0,0,32,1,41,0,46,0,Degen Trader,38,1,1,0,0,16,3,3,3,3,4,3,4,,0,0,0,0,0,1,Degen Trader,1,4
Nu Ras Thaoum,0,0,0,40,1,31,0,46,0,Derek,50,1,1,0,0,15,5,4,6,4,6,5,5,,0,0,0,0,0,1,Derek,1,6
Nu Ras Thaoum,0,0,0,63,0,51,0,46,0,Erlin,50,3,1,0,0,16,4,4,4,4,6,5,5,,0,0,0,0,0,1,Erlin,1,6
Nu Ras Thaoum,0,0,0,58,1,56,0,46,0,Fllux,38,1,1,0,0,16,6,5,7,7,10,6,8,,0,0,0,0,0,1,Fllux,1,10
Nu Ras Thaoum,0,0,0,38,0,36,0,46,0,Gaze,38,3,1,0,0,16,8,12,14,7,20,5,11,,0,0,0,0,0,1,Gaze,1,20
Nu Ras Thaoum,0,0,0,59,1,62,0,46,0,globert,38,1,1,0,0,16,3,2,3,2,2,2,2,,0,0,0,0,0,1,globert,1,3
Nu Ras Thaoum,0,0,0,57,1,14,0,46,0,Gremily,36,1,1,0,0,0,3,2,2,2,2,2,2,,0,0,0,0,0,1,Gremily,1,3
Nu Ras Thaoum,0,0,0,48,1,40,0,46,0,GunTroll,38,1,1,0,0,16,3,3,3,3,4,3,4,,0,0,0,0,0,1,GunTroll,1,4
Nu Ras Thaoum,0,0,0,23,0,61,0,46,0,Infernal Pope,42,3,1,0,0,12,5,5,7,6,15,6,13,,0,0,0,0,0,1,Infernal Pope,1,15
Nu Ras Thaoum,0,0,0,44,1,11,0,46,0,JumpMan,38,1,1,0,0,16,3,2,3,3,4,2,2,,0,0,0,0,0,1,JumpMan,1,4
Nu Ras Thaoum,0,0,0,51,0,55,0,46,0,K10,47,3,1,0,0,0,5,5,6,4,9,5,6,,0,0,0,0,0,1,K10,1,9
Nu Ras Thaoum,0,0,0,13,1,59,0,46,0,KiwiNoob,44,1,1,0,0,14,8,8,17,8,20,9,15,,0,0,0,0,0,1,KiwiNoob,1,20
Nu Ras Thaoum,0,0,0,0,0,6,0,46,0,Legor200,34,3,1,0,0,13,5,4,5,5,7,4,5,,0,0,0,0,0,1,Legor200,1,7
Nu Ras Thaoum,0,0,0,28,1,7,0,46,0,Lofty,50,1,1,0,0,16,3,3,2,3,3,3,2,,0,0,0,0,0,1,Lofty,1,3
Nu Ras Thaoum,0,0,0,41,1,33,0,46,0,Macheta,36,1,1,0,0,16,5,5,6,5,9,5,5,,0,0,0,0,0,1,Macheta,1,9
Nu Ras Thaoum,0,0,0,2,0,18,0,46,0,muerteati,50,3,1,0,0,16,3,2,2,2,3,2,2,,0,0,0,0,0,1,muerteati,1,3
Nu Ras Thaoum,0,0,0,37,1,38,0,46,0,Nevets,33,1,1,0,0,16,5,5,5,5,9,5,5,,0,0,0,0,0,1,Nevets,1,9
Nu Ras Thaoum,0,0,0,4,0,9,0,46,0,no9,32,3,1,0,0,16,4,6,7,3,8,3,5,,0,0,0,0,0,1,no9,1,8
Nu Ras Thaoum,0,0,0,43,1,37,0,46,0,Pirouette,32,1,1,0,0,16,3,2,2,2,3,2,3,,0,0,0,0,0,1,Pirouette,1,3
Nu Ras Thaoum,0,0,0,42,0,28,0,46,0,Republic of Titan,33,3,1,0,0,10,3,2,2,2,3,2,2,,0,0,0,0,0,1,Republic of Titan,1,3
Nu Ras Thaoum,0,0,0,46,1,60,0,46,0,Rex Lester,36,1,1,0,0,16,4,3,5,4,7,4,3,,0,0,0,0,0,1,Rex Lester,1,7
Nu Ras Thaoum,0,0,0,35,0,25,0,46,0,RTT,38,3,1,0,0,16,8,11,13,10,20,8,15,,0,0,0,0,0,1,RTT,1,20
Nu Ras Thaoum,0,0,0,22,1,58,0,46,0,Sandgroper,34,1,1,0,0,0,3,2,2,2,2,2,3,,0,0,0,0,0,1,Sandgroper,1,3
Nu Ras Thaoum,0,0,0,5,1,39,0,46,0,Sawkus,38,1,1,0,0,16,5,5,4,5,8,5,4,,0,0,0,0,0,1,Sawkus,1,8
Nu Ras Thaoum,0,0,0,14,0,63,0,46,0,Slow,32,3,1,0,0,16,3,3,3,2,12,4,2,,0,0,0,0,0,1,Slow,1,12
Nu Ras Thaoum,0,0,0,9,1,49,0,46,0,SpaceFluff,36,1,1,0,0,16,3,2,1,2,3,3,2,,0,0,0,0,0,1,SpaceFluff,1,3
Nu Ras Thaoum,0,0,0,21,1,50,0,46,0,Sweetie Belle,50,1,1,0,0,16,4,2,2,3,3,3,3,,0,0,0,0,0,1,Sweetie Belle,1,4
Nu Ras Thaoum,0,0,0,31,1,43,0,46,0,Taino,38,1,1,0,0,16,3,2,2,2,3,3,3,,0,0,0,0,0,1,Taino,1,3
Nu Ras Thaoum,0,0,0,52,0,35,0,46,0,teapot,38,3,1,0,0,16,6,7,8,7,13,6,7,,0,0,0,0,0,1,teapot,1,13
Nu Ras Thaoum,0,0,0,56,1,13,0,46,0,TheNose,12,1,1,0,0,16,3,2,2,2,2,1,1,,0,0,0,0,0,1,TheNose,1,3
Nu Ras Thaoum,0,0,0,24,0,3,0,46,0,Time Domain,34,3,1,0,0,16,3,1,3,4,3,1,2,,0,0,0,0,0,1,Time Domain,1,4
Nu Ras Thaoum,0,0,0,45,1,45,0,46,0,Trigger,36,1,1,0,0,16,4,3,3,4,4,3,3,,0,0,0,0,0,1,Trigger,1,4
Nu Ras Thaoum,0,0,0,16,0,26,0,46,0,Ungoliant,28,3,1,0,0,16,8,10,14,9,21,9,17,,0,0,0,0,0,1,Ungoliant,1,21
Nu Ras Thaoum,0,0,0,19,0,23,0,46,0,x64,24,3,1,0,0,16,4,3,7,6,12,7,6,,0,0,0,0,0,1,x64,1,12
Nu Ras Thaoum,0,0,0,12,1,64,0,46,0,Zbiotics,48,1,1,0,0,16,4,3,2,3,3,2,3,,0,0,0,0,0,1,Zbiotics,1,4
Nu Ras Thaoum,0,0,0,61,1,24,0,46,0,Zennie,36,1,1,0,0,16,3,1,2,1,2,2,1,,0,0,0,0,0,1,Zennie,1,3
Nu Ras Thaoum,0,0,0,10,1,17,0,46,0,Artdude82,38,2,1,0,0,16,3,2,2,3,3,2,2,,0,0,0,0,1,0,Artdude82,1,3
Nu Ras Thaoum,0,0,0,39,1,21,0,46,0,Avantirs,32,2,1,0,0,16,4,3,4,3,3,3,5,,0,0,0,0,1,0,Avantirs,1,5
Nu Ras Thaoum,0,0,0,3,1,8,0,46,0,Carmel,7,2,1,0,0,16,3,2,1,1,1,1,2,,0,0,0,0,1,0,Carmel,1,3
Nu Ras Thaoum,0,0,0,18,1,34,0,46,0,Eigenumber,36,2,1,0,0,16,6,6,8,5,8,6,6,,0,0,0,0,1,0,Eigenumber,1,8
Nu Ras Thaoum,0,0,0,47,1,54,0,46,0,LittleNarShark,38,2,1,0,0,7,3,2,2,2,2,2,3,,0,0,0,0,1,0,LittleNarShark,1,3
Nu Ras Thaoum,0,0,0,60,1,10,0,46,0,SpaceWolfy,38,2,1,0,0,16,3,2,3,3,4,2,2,,0,0,0,0,1,0,SpaceWolfy,1,4
Nu Ras Thaoum,0,0,0,50,1,20,0,46,0,steppez,34,2,1,0,0,16,4,2,4,3,3,3,4,,0,0,0,0,1,0,steppez,1,4
Nu Ras Thaoum,0,0,0,11,1,5,0,46,0,stibbar,44,2,1,0,0,16,4,7,7,6,10,7,7,,0,0,0,0,1,0,stibbar,1,10
Nu Ras Thaoum,0,0,0,49,1,57,0,46,0,Tobit,38,2,1,0,0,16,3,2,2,2,3,2,4,,0,0,0,0,1,0,Tobit,1,4
Omicron Naos,5842,0,1083,46,0,17,295,103,826078,Aliendude321,33,0,0,5486,0,0,17,21,38,11,52,27,31,1,1,1,1,1,0,64,Aliendude321,1,52
Omicron Naos,4125,0,1465,4,0,19,244,305,554775,Cato the Eldest,24,0,0,4522,0,1,17,19,36,13,56,26,32,2,1,1,1,0,0,32,Cato the Eldest,1,56
Omicron Naos,1361,0,559,0,1,20,129,230,435887,Mortadella,34,1,1,1537,0,0,17,17,36,13,51,23,32,3,1,1,1,0,0,16,Mortadella,1,51
Omicron Naos,1438,0,153,23,0,27,86,26,264044,Mopule,36,0,0,696,0,0,13,13,30,6,45,15,24,4,1,1,0,0,0,1,Mopule,1,45
Omicron Naos,1193,0,701,13,0,23,77,36,181882,JOY IS SORRY,44,0,0,1456,0,3,11,12,32,10,51,22,24,5,1,1,0,0,0,1,JOY IS SORRY,1,51
Omicron Naos,570,0,236,44,1,56,35,51,58094,chiropractor345,34,1,1,488,0,16,11,12,29,10,46,22,18,6,1,1,0,0,0,1,chiropractor345,1,46
Omicron Naos,258,0,100,11,1,57,22,38,15068,JarMuzz,44,1,1,182,0,7,11,14,27,13,47,25,23,7,1,1,0,0,0,1,JarMuzz,1,47
Omicron Naos,31,0,12,34,1,15,2,18,45708,MrWalshington,36,1,1,30,0,9,18,19,36,13,50,25,32,8,1,0,0,0,0,1,MrWalshington,1,50
Omicron Naos,32,0,3,14,0,51,1,0,1810,Classicus,38,0,0,13,0,13,10,7,7,7,9,19,7,9,1,0,0,0,0,1,Classicus,1,19
Omicron Naos,0,0,0,1,0,58,0,0,0,Lazar260,50,3,1,0,0,16,3,1,2,4,3,2,2,,0,0,0,0,0,1,Lazar260,1,4
Omicron Naos,0,0,0,2,1,36,0,0,0,Smooth Teeth,34,1,1,0,0,16,5,5,6,5,7,7,5,,0,0,0,0,0,1,Smooth Teeth,1,7
Omicron Naos,0,0,0,6,1,26,0,0,0,Grusty,33,1,1,0,0,16,3,4,3,3,5,4,3,,0,0,0,0,0,1,Grusty,1,5
Omicron Naos,0,0,0,15,1,3,0,0,0,Xenakis,36,1,1,0,0,16,3,1,2,4,3,3,3,,0,0,0,0,0,1,Xenakis,1,4
Omicron Naos,0,0,0,16,1,13,0,0,0,kidackto,38,1,1,0,0,16,3,2,2,2,2,3,2,,0,0,0,0,0,1,kidackto,1,3
Omicron Naos,0,0,0,19,1,33,0,0,0,Galactic Credit Union,33,1,1,0,0,16,4,4,3,3,6,4,4,,0,0,0,0,0,1,Galactic Credit Union,1,6
Omicron Naos,0,0,0,20,1,25,0,0,0,Shadow Jack,32,1,1,0,0,16,4,2,2,4,4,3,3,,0,0,0,0,0,1,Shadow Jack,1,4
Omicron Naos,0,0,0,22,0,28,0,0,0,Planet of the Varulfur,16,3,1,0,0,16,5,4,4,4,8,5,3,,0,0,0,0,0,1,Planet of the Varulfur,1,8
Omicron Naos,0,0,0,24,1,4,0,0,0,King Bradley,36,1,1,0,0,16,3,2,3,2,2,2,2,,0,0,0,0,0,1,King Bradley,1,3
Omicron Naos,0,0,0,25,1,9,0,0,0,Space Angels,50,1,1,0,0,16,4,3,2,3,4,1,3,,0,0,0,0,0,1,Space Angels,1,4
Omicron Naos,0,0,0,26,1,29,0,0,0,Piri Dynasty,29,1,1,0,0,16,5,5,4,3,3,4,4,,0,0,0,0,0,1,Piri Dynasty,1,5
Omicron Naos,0,0,0,28,1,64,0,0,0,Elvis Noname,34,1,1,0,0,16,7,6,8,7,6,7,7,,0,0,0,0,0,1,Elvis Noname,1,8
Omicron Naos,0,0,0,29,1,63,0,0,0,United Galactic Junta,36,1,1,0,0,16,7,8,9,8,10,9,9,,0,0,0,0,0,1,United Galactic Junta,1,10
Omicron Naos,0,0,0,30,1,45,0,0,0,Dhesath,33,1,1,0,0,16,4,3,4,4,5,5,6,,0,0,0,0,0,1,Dhesath,1,6
Omicron Naos,0,0,0,31,0,43,0,0,0,La Scampade,38,3,1,0,0,0,9,9,22,10,31,18,21,,0,0,0,0,0,1,La Scampade,1,31
Omicron Naos,0,0,0,36,1,62,0,0,0,Tennessee Jed,32,1,1,0,0,16,7,8,9,8,10,9,9,,0,0,0,0,0,1,Tennessee Jed,1,10
Omicron Naos,0,0,0,37,1,6,0,0,0,Hawkmoon,14,1,1,0,0,1,4,5,8,5,9,5,7,,0,0,0,0,0,1,Hawkmoon,1,9
Omicron Naos,0,0,0,38,1,32,0,0,0,Uplifted Monkeys,36,1,1,0,0,16,6,5,5,4,6,5,5,,0,0,0,0,0,1,Uplifted Monkeys,1,6
Omicron Naos,0,0,0,40,0,40,0,0,0,CapZero,47,3,1,0,0,16,3,3,2,3,3,1,2,,0,0,0,0,0,1,CapZero,1,3
Omicron Naos,0,0,0,41,1,11,0,0,0,KGR23 Group Conscience,33,1,1,0,0,16,6,7,5,6,13,7,7,,0,0,0,0,0,1,KGR23 Group Conscience,1,13
Omicron Naos,0,0,0,42,1,30,0,0,0,Tycharius,26,1,1,0,0,16,5,5,5,4,6,5,5,,0,0,0,0,0,1,Tycharius,1,6
Omicron Naos,0,0,0,43,0,8,0,0,0,Sweeps,5,3,1,0,0,8,4,5,9,5,14,6,7,,0,0,0,0,0,1,Sweeps,1,14
Omicron Naos,0,0,0,45,1,7,0,0,0,Azezeal,44,1,1,0,0,0,14,14,19,10,25,18,15,,0,0,0,0,0,1,Azezeal,1,25
Omicron Naos,0,0,0,47,1,31,0,0,0,Milki,38,1,1,0,0,16,6,5,5,6,8,6,6,,0,0,0,0,0,1,Milki,1,8
Omicron Naos,0,0,0,49,0,5,0,0,0,Bulrathi,32,3,1,0,0,16,3,3,2,3,2,2,2,,0,0,0,0,0,1,Bulrathi,1,3
Omicron Naos,0,0,0,56,1,18,0,0,0,Upp,33,1,1,0,0,16,3,2,2,2,3,3,2,,0,0,0,0,0,1,Upp,1,3
Omicron Naos,0,0,0,57,1,38,0,0,0,Eigengeist,17,1,1,0,0,16,3,1,2,2,2,2,2,,0,0,0,0,0,1,Eigengeist,1,3
Omicron Naos,0,0,0,58,1,59,0,0,0,Colored Silicon,32,1,1,0,0,16,4,4,7,5,5,8,7,,0,0,0,0,0,1,Colored Silicon,1,8
Omicron Naos,0,0,0,59,1,2,0,0,0,HEYDONT MIND ME,50,1,1,0,0,16,5,4,3,4,5,4,4,,0,0,0,0,0,1,HEYDONT MIND ME,1,5
Omicron Naos,0,0,0,60,1,34,0,0,0,Starney Binson,36,1,1,0,0,16,7,7,8,6,9,13,6,,0,0,0,0,0,1,Starney Binson,1,13
Omicron Naos,0,0,0,62,0,39,0,0,0,Grasshopper,44,3,1,0,0,16,3,2,4,2,4,4,4,,0,0,0,0,0,1,Grasshopper,1,4
Omicron Naos,0,0,0,3,1,22,0,0,0,BOOMBOOM,50,2,1,0,0,16,3,2,2,2,2,1,1,,0,0,0,0,1,0,BOOMBOOM,1,3
Omicron Naos,0,0,0,5,1,10,0,0,0,RedStopSign,38,2,1,0,0,16,6,6,5,6,13,6,7,,0,0,0,0,1,0,RedStopSign,1,13
Omicron Naos,0,0,0,7,1,50,0,0,0,Kridotsuk,33,2,1,0,0,16,5,6,5,5,6,6,5,,0,0,0,0,1,0,Kridotsuk,1,6
Omicron Naos,0,0,0,8,1,48,0,0,0,Undiscovered,38,2,1,0,0,16,5,5,4,4,9,7,5,,0,0,0,0,1,0,Undiscovered,1,9
Omicron Naos,0,0,0,9,1,47,0,0,0,Dachi9,38,2,1,0,0,16,5,5,4,4,6,5,5,,0,0,0,0,1,0,Dachi9,1,6
Omicron Naos,0,0,0,10,1,55,0,0,0,Galaga,32,2,1,0,0,16,8,8,9,9,11,9,9,,0,0,0,0,1,0,Galaga,1,11
Omicron Naos,0,0,0,12,1,12,0,0,0,PudBox,50,2,1,0,0,16,4,4,4,3,6,5,6,,0,0,0,0,1,0,PudBox,1,6
Omicron Naos,0,0,0,17,1,61,0,0,0,Celestials,38,2,1,0,0,16,8,9,10,9,12,9,9,,0,0,0,0,1,0,Celestials,1,12
Omicron Naos,0,0,0,18,1,49,0,0,0,Supro,33,2,1,0,0,16,8,7,10,7,9,7,7,,0,0,0,0,1,0,Supro,1,10
Omicron Naos,0,0,0,21,1,60,0,0,0,red soldier,32,2,1,0,0,16,6,6,6,6,7,7,7,,0,0,0,0,1,0,red soldier,1,7
Omicron Naos,0,0,0,27,1,41,0,0,0,xxtrakyle,33,2,1,0,0,16,3,1,2,2,2,2,1,,0,0,0,0,1,0,xxtrakyle,1,3
Omicron Naos,0,0,0,32,1,52,0,0,0,Big Bad Ben,32,2,1,0,0,16,5,5,4,4,6,5,6,,0,0,0,0,1,0,Big Bad Ben,1,6
Omicron Naos,0,0,0,33,1,44,0,0,0,saints,34,2,1,0,0,16,4,4,5,4,4,5,6,,0,0,0,0,1,0,saints,1,6
Omicron Naos,0,0,0,35,1,14,0,0,0,XLVIII,36,2,1,0,0,16,5,5,5,6,5,14,6,,0,0,0,0,1,0,XLVIII,1,14
Omicron Naos,0,0,0,39,1,53,0,0,0,Bird Box,50,2,1,0,0,16,8,7,10,7,9,8,8,,0,0,0,0,1,0,Bird Box,1,10
Omicron Naos,0,0,0,48,1,21,0,0,0,Starship Troopers,34,2,1,0,0,16,3,2,2,1,2,1,1,,0,0,0,0,1,0,Starship Troopers,1,3
Omicron Naos,0,0,0,50,1,42,0,0,0,Osborn Garcia,33,2,1,0,0,16,10,12,29,10,37,22,19,,0,0,0,0,1,0,Osborn Garcia,1,37
Omicron Naos,0,0,0,51,1,16,0,0,0,PlatzNeko209,38,2,1,0,0,16,3,1,1,2,3,2,3,,0,0,0,0,1,0,PlatzNeko209,1,3
Omicron Naos,0,0,0,52,1,1,0,0,0,Binbo,9,2,1,0,0,16,17,17,36,13,40,23,32,,0,0,0,0,1,0,Binbo,1,40
Omicron Naos,0,0,0,53,1,54,0,0,0,Mugeye,38,2,1,0,0,16,5,5,4,5,6,5,6,,0,0,0,0,1,0,Mugeye,1,6
Omicron Naos,0,0,0,54,1,37,0,0,0,Octothorp,10,2,1,0,0,16,4,5,6,4,7,7,5,,0,0,0,0,1,0,Octothorp,1,7
Omicron Naos,0,0,0,55,1,46,0,0,0,FellowBadger,38,2,1,0,0,16,7,6,6,6,7,7,7,,0,0,0,0,1,0,FellowBadger,1,7
Omicron Naos,0,0,0,61,1,24,0,0,0,WutDoTho,38,2,1,0,0,16,3,2,1,2,3,2,2,,0,0,0,0,1,0,WutDoTho,1,3
Omicron Naos,0,0,0,63,1,35,0,0,0,Riksis,50,2,1,0,0,16,6,8,6,7,15,8,6,,0,0,0,0,1,0,Riksis,1,15
Omicron Septentrionalis,2575,0,900,43,0,32,220,46,346598,muerteati,50,0,0,3257,0,0,18,20,40,16,41,24,37,1,1,1,1,1,0,64,muerteati,1,41
Omicron Septentrionalis,2407,0,679,30,1,41,174,46,319797,Katuhlog,38,1,1,3300,0,0,18,15,37,10,43,24,35,2,1,1,1,0,0,32,Katuhlog,1,43
Omicron Septentrionalis,1917,0,643,36,1,27,159,46,285824,Shadow Jack,32,1,1,2569,0,8,18,15,38,10,41,24,38,3,1,1,1,0,0,16,Shadow Jack,1,41
Omicron Septentrionalis,1302,0,185,42,1,42,109,46,148956,CapZero,38,1,1,1219,0,0,22,15,37,12,40,21,35,4,1,1,0,0,0,1,CapZero,1,40
Omicron Septentrionalis,1049,0,319,40,1,60,73,46,99481,KiwiNoob,44,1,1,583,0,15,14,13,31,9,33,16,34,5,1,1,0,0,0,1,KiwiNoob,1,34
Omicron Septentrionalis,712,0,237,62,1,29,61,46,139414,Walia,38,1,1,488,0,0,15,15,28,9,38,24,34,6,1,1,0,0,0,1,Walia,1,38
Omicron Septentrionalis,538,0,152,35,1,44,52,46,70413,OogaBooga,40,1,1,562,0,2,10,21,26,6,36,12,22,7,1,1,0,0,0,1,OogaBooga,1,36
Omicron Septentrionalis,244,0,78,60,1,7,21,46,17512,Gingey,14,1,1,317,0,14,14,13,31,8,32,16,33,8,1,1,0,0,0,1,Gingey,1,33
Omicron Septentrionalis,221,0,44,1,1,13,18,46,18441,Tezax,36,1,1,76,0,16,14,14,30,8,32,16,33,9,1,1,0,0,0,1,Tezax,1,33
Omicron Septentrionalis,128,0,52,44,1,6,10,46,9893,dont fear me,33,1,1,109,0,1,14,13,30,8,32,16,33,10,1,1,0,0,0,1,spymort,1,33
Omicron Septentrionalis,3,0,1,61,1,48,1,46,222,Pyromaniah,33,1,1,1,0,0,5,3,4,4,6,21,6,11,1,0,0,0,0,1,Pyromaniah,1,21
Omicron Septentrionalis,7,0,3,10,1,34,1,46,606,LivetheHighLife,38,1,1,4,0,7,8,6,8,7,11,21,8,,0,0,0,0,0,1,LivetheHighLife,1,21
Omicron Septentrionalis,6,0,3,28,1,25,1,46,285,Thermos,26,1,1,1,0,16,5,5,3,6,8,23,7,,0,0,0,0,0,1,Thermos,1,23
Omicron Septentrionalis,0,0,0,0,1,56,0,46,0,Guavatrader,34,1,1,0,0,16,4,3,2,4,3,3,3,,0,0,0,0,0,1,Guavatrader,1,4
Omicron Septentrionalis,0,0,0,3,0,43,0,46,0,Azo,33,3,1,0,0,16,3,2,3,4,3,3,1,,0,0,0,0,0,1,Azo,1,4
Omicron Septentrionalis,0,0,0,4,1,10,0,46,0,Communion of Minds,24,1,1,0,0,16,3,2,2,2,3,2,2,,0,0,0,0,0,1,Communion of Minds,1,3
Omicron Septentrionalis,0,0,0,5,1,1,0,46,0,Dark Lord,1,1,1,0,0,16,3,3,2,3,3,3,2,,0,0,0,0,0,1,Dark Lord,1,3
Omicron Septentrionalis,0,0,0,6,0,36,0,46,0,Binbo,20,3,1,0,0,16,5,7,6,5,6,4,5,,0,0,0,0,0,1,Binbo,1,7
Omicron Septentrionalis,0,0,0,9,1,54,0,46,0,SpaceFluff,36,1,1,0,0,16,7,7,7,6,20,7,10,,0,0,0,0,0,1,SpaceFluff,1,20
Omicron Septentrionalis,0,0,0,15,1,46,0,46,0,Krumelor,36,1,1,0,0,16,3,1,2,2,2,1,2,,0,0,0,0,0,1,Krumelor,1,3
Omicron Septentrionalis,0,0,0,17,1,22,0,46,0,Dork,38,1,1,0,0,16,8,8,10,8,13,8,9,,0,0,0,0,0,1,Dork,1,13
Omicron Septentrionalis,0,0,0,23,0,28,0,46,0,TheElitePredator,38,3,1,0,0,14,3,2,1,1,1,1,1,,0,0,0,0,0,1,TheElitePredator,1,3
Omicron Septentrionalis,0,0,0,24,0,63,0,46,0,Elendil,36,3,1,0,0,14,4,5,3,4,7,5,4,,0,0,0,0,0,1,Elendil,1,7
Omicron Septentrionalis,0,0,0,29,0,26,0,46,0,KasparK,38,3,1,0,0,16,5,5,6,5,9,5,5,,0,0,0,0,0,1,KasparK,1,9
Omicron Septentrionalis,0,0,0,32,0,5,0,46,0,Bellum Imperium,32,3,1,0,0,14,11,10,20,7,23,14,18,,0,0,0,0,0,1,Bellum,1,23
Omicron Septentrionalis,0,0,0,34,1,37,0,46,0,GoldenLight,36,1,1,0,0,16,5,4,3,5,4,3,3,,0,0,0,0,0,1,GoldenLight,1,5
Omicron Septentrionalis,0,0,0,37,1,16,0,46,0,chocolo,38,1,1,0,0,16,3,1,1,1,2,2,1,,0,0,0,0,0,1,chocolo,1,3
Omicron Septentrionalis,0,0,0,39,0,8,0,46,0,Mach5,5,3,1,0,0,16,4,4,5,5,6,5,5,,0,0,0,0,0,1,Mach5,1,6
Omicron Septentrionalis,0,0,0,41,0,18,0,46,0,El Bum,39,3,1,0,0,16,6,7,9,6,17,9,13,,0,0,0,0,0,1,El Bum,1,17
Omicron Septentrionalis,0,0,0,45,1,9,0,46,0,NAP,33,1,1,0,0,16,3,2,2,2,2,2,3,,0,0,0,0,0,1,NAP,1,3
Omicron Septentrionalis,0,0,0,46,1,59,0,46,0,helpidontknowhowpickname,38,1,1,0,0,16,4,2,4,3,4,3,3,,0,0,0,0,0,1,helpidontknowhowpickname,1,4
Omicron Septentrionalis,0,0,0,47,1,55,0,46,0,JarMuzz,30,1,1,0,0,16,4,2,3,3,2,3,3,,0,0,0,0,0,1,JarMuzz,1,4
Omicron Septentrionalis,0,0,0,48,1,4,0,46,0,Tsivu,12,1,1,0,0,15,3,2,1,2,1,1,1,,0,0,0,0,0,1,Tsivu,1,3
Omicron Septentrionalis,0,0,0,49,1,12,0,46,0,GalacticWanderer,33,1,1,0,0,16,3,3,2,2,2,2,3,,0,0,0,0,0,1,GalacticWanderer,1,3
Omicron Septentrionalis,0,0,0,50,0,47,0,46,0,Pokchop,35,3,1,0,0,16,3,1,3,2,4,3,2,,0,0,0,0,0,1,Pokchop,1,4
Omicron Septentrionalis,0,0,0,52,0,50,0,46,0,Praxus,33,3,1,0,0,16,10,10,11,5,17,11,13,,0,0,0,0,0,1,Praxus,1,17
Omicron Septentrionalis,0,0,0,53,1,21,0,46,0,BioM6,6,1,1,0,0,16,3,2,1,2,2,2,1,,0,0,0,0,0,1,BioM6,1,3
Omicron Septentrionalis,0,0,0,54,1,35,0,46,0,Digital Warrior,50,1,1,0,0,16,7,7,6,6,9,8,6,,0,0,0,0,0,1,Digital Warrior,1,9
Omicron Septentrionalis,0,0,0,55,1,53,0,46,0,MotherOfDragons,38,1,1,0,0,16,6,6,7,6,13,6,7,,0,0,0,0,0,1,MotherOfDragons,1,13
Omicron Septentrionalis,0,0,0,56,0,19,0,46,0,RhysOnasi,50,3,1,0,0,16,4,3,3,3,6,3,4,,0,0,0,0,0,1,RhysOnasi,1,6
Omicron Septentrionalis,0,0,0,57,0,38,0,46,0,Lasper Vaille,33,3,1,0,0,0,4,3,3,2,7,3,3,,0,0,0,0,0,1,Lasper Vaille,1,7
Omicron Septentrionalis,0,0,0,63,1,33,0,46,0,The First Serpent,40,1,1,0,0,16,3,1,2,1,2,2,1,,0,0,0,0,0,1,The First Serpent,1,3
Omicron Septentrionalis,0,0,0,2,1,52,0,46,0,Captain G,38,2,1,0,0,16,5,6,6,5,8,5,7,,0,0,0,0,1,0,Captain G,1,8
